instruction_index,prompt,num_tokens_generated,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,success_ogf1,success_ogf2,success_ogf4,saw_eos,cap_hit,model,run_seed,chunk_index,num_chunks,torch_version,transformers_version
29,Revised nutrientOPTbearing,2933,0.716064453125,0,0,0,0,0,69.37259602546692,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,289,7,15,2.9.1+cu128,4.57.3
30,In horsepowerOPTbearing,447,0.109130859375,0,0,0,0,0,9.947062969207764,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,290,7,15,2.9.1+cu128,4.57.3
31,In nutrientOPTArtist,1798,0.43896484375,0,0,0,0,0,41.13669991493225,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,291,7,15,2.9.1+cu128,4.57.3
32,In nutrientOPT vault,2998,0.73193359375,0,0,0,0,0,71.07115006446838,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,292,7,15,2.9.1+cu128,4.57.3
33,In nutrient pizzabearing,535,0.130615234375,0,0,0,0,0,11.787740468978882,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,293,7,15,2.9.1+cu128,4.57.3
34,Chapter nutrient withdrawbearing,386,0.09423828125,0,0,0,0,0,8.431321144104004,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,294,7,15,2.9.1+cu128,4.57.3
35,InVideoOPTbearing,4743,1.157958984375,0,1,0,0,0,119.39155983924866,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,295,7,15,2.9.1+cu128,4.57.3
36,In nutrient Donbearing,689,0.168212890625,0,0,0,0,0,15.248641967773438,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,296,7,15,2.9.1+cu128,4.57.3
37,Th nutrientOPTbearing,1369,0.334228515625,0,0,0,0,0,30.897873878479004,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,297,7,15,2.9.1+cu128,4.57.3
38,In nutrientOPTBrother,151,0.036865234375,0,0,0,0,0,3.658864974975586,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,298,7,15,2.9.1+cu128,4.57.3
39,In nutrientOPTnotation,8833,2.156494140625,0,1,0,0,0,262.7808840274811,1,1,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,299,7,15,2.9.1+cu128,4.57.3
40,identification nutrientOPTbearing,740,0.1806640625,0,0,0,0,0,16.37225103378296,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,300,7,15,2.9.1+cu128,4.57.3
41,In mandatoryOPTbearing,143,0.034912109375,0,0,0,0,0,3.1093788146972656,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,301,7,15,2.9.1+cu128,4.57.3
42,In kittenOPTbearing,4772,1.1650390625,0,1,0,0,0,120.08738970756531,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,302,7,15,2.9.1+cu128,4.57.3
43,creep nutrientOPTbearing,755,0.184326171875,0,0,0,0,0,16.7433660030365,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,303,7,15,2.9.1+cu128,4.57.3
44,In StereoOPTbearing,249,0.060791015625,0,0,0,0,0,5.445724248886108,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,304,7,15,2.9.1+cu128,4.57.3
45,In sucreOPTbearing,177,0.043212890625,0,0,0,0,0,3.849703550338745,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,305,7,15,2.9.1+cu128,4.57.3
46,In TamilOPTbearing,665,0.162353515625,0,0,0,0,0,14.675401210784912,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,306,7,15,2.9.1+cu128,4.57.3
47,mac nutrientOPTbearing,3638,0.88818359375,0,0,0,0,0,88.0653920173645,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,307,7,15,2.9.1+cu128,4.57.3
48,In nutrientOPT fluent,4647,1.134521484375,0,1,0,0,0,116.54626798629761,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,308,7,15,2.9.1+cu128,4.57.3
49,forced nutrientOPTbearing,279,0.068115234375,0,0,0,0,0,6.095128536224365,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,309,7,15,2.9.1+cu128,4.57.3
50,InWrongOPTbearing,586,0.14306640625,0,0,0,0,0,12.93416142463684,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,310,7,15,2.9.1+cu128,4.57.3
51,In nutrientOPT artillery,1050,0.25634765625,0,0,0,0,0,23.442123651504517,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,311,7,15,2.9.1+cu128,4.57.3
52,In nutrientOPTPoint,175,0.042724609375,0,0,0,0,0,3.807100772857666,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,312,7,15,2.9.1+cu128,4.57.3
53,In nutrient Setupbearing,28,0.0068359375,0,0,0,0,0,0.6092884540557861,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,313,7,15,2.9.1+cu128,4.57.3
54,InsubsetOPTbearing,2574,0.62841796875,0,0,0,0,0,60.32693791389465,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,314,7,15,2.9.1+cu128,4.57.3
55,In nutrientGrambearing,135,0.032958984375,0,0,0,0,0,2.943476915359497,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,315,7,15,2.9.1+cu128,4.57.3
56,InResolutionOPT York,9738,2.37744140625,0,1,0,0,0,298.83535504341125,1,1,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,316,7,15,2.9.1+cu128,4.57.3
57,In nutrientOPT currently,2277,0.555908203125,0,0,0,0,0,52.73705768585205,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,317,7,15,2.9.1+cu128,4.57.3
58,In ledgeOPTbearing,352,0.0859375,0,0,0,0,0,7.709115028381348,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,318,7,15,2.9.1+cu128,4.57.3
59,partnership nutrientOPTbearing,1487,0.363037109375,0,0,0,0,0,33.635862588882446,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,319,7,15,2.9.1+cu128,4.57.3
60,In nutrient Maxim killing,951,0.232177734375,0,0,0,0,0,21.19114661216736,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,320,7,15,2.9.1+cu128,4.57.3
61,In nutrient Toiletbearing,4632,1.130859375,0,1,0,0,0,116.07568836212158,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,321,7,15,2.9.1+cu128,4.57.3
